event;station;channel;tP;tS;tPerr;tSerr;timing_delay;ti;ti_utc;evt2sta_dist
event_002;STA02;HHZ;1042470569.2084317;1042470569.7847934;0.0;0.0;9.694002659393304;1042470568.4210526;2003-01-13 15:09:28.421053;2.3621376001941314
event_002;STA03;HHZ;1042470571.3303275;1042470573.4599168;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;8.727824905444077
event_002;STA04;HHZ;1042470569.2889758;1042470569.9242958;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;2.6037699319741994
event_002;STA05;HHZ;1042470571.0747577;1042470573.0172697;0.0;0.0;-3.3333333333333335;1042470568.4210526;2003-01-13 15:09:28.421053;7.961115196468935
event_002;STA06;HHZ;1042470569.967605;1042470571.0996814;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;4.639657337191091
event_002;STA07;HHZ;1042470569.7941343;1042470570.79923;0.0;0.0;3.1578947368421053;1042470568.4210526;2003-01-13 15:09:28.421053;4.119244898340267
event_002;STA08;HHZ;1042470569.767568;1042470570.7532173;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;4.03954628620695
event_002;STA09;HHZ;1042470570.7104462;1042470572.3862824;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;6.868181069474364
event_002;STA10;HHZ;1042470569.0708333;1042470569.5464729;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;1.9493424214249118
event_002;STA11;HHZ;1042470570.1833045;1042470571.4732729;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;5.286755766622444
event_002;STA12;HHZ;1042470569.5357898;1042470570.3517776;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;3.3442118184423055
event_002;STA13;HHZ;1042470570.6689458;1042470572.3144035;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;6.743679526942933
event_002;STA14;HHZ;1042470572.1598254;1042470574.8966073;0.0;0.0;0.0;1042470568.4210526;2003-01-13 15:09:28.421053;11.2163187192225
event_003;STA00;HHZ;1043016253.4978906;1043016254.1320307;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;2.5989349528052177
event_003;STA01;HHZ;1043016253.6288934;1043016254.3589276;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;2.991943455003587
event_003;STA02;HHZ;1043016253.3487439;1043016253.8737087;0.0;0.0;9.157733266550576;1043016252.6315789;2003-01-19 22:44:12.631579;2.151495027834512
event_003;STA03;HHZ;1043016255.7634478;1043016258.0559758;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;9.39560655107107
event_003;STA04;HHZ;1043016253.4643093;1043016254.073868;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;2.498191386718591
event_003;STA05;HHZ;1043016255.5085124;1043016257.6144277;0.0;0.0;-5.0;1043016252.6315789;2003-01-19 22:44:12.631579;8.63080034122848
event_003;STA06;HHZ;1043016253.9643413;1043016254.9399233;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;3.9982869455687355
event_003;STA07;HHZ;1043016253.7879721;1043016254.6344519;0.0;0.0;4.7368421052631575;1043016252.6315789;2003-01-19 22:44:12.631579;3.46917955033802
event_003;STA08;HHZ;1043016253.8318195;1043016254.7103957;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;3.6007219087801916
event_003;STA09;HHZ;1043016254.6908717;1043016256.1982741;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;6.177878460876428
event_003;STA10;HHZ;1043016253.2252917;1043016253.6598896;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;1.7811384558529324
event_003;STA11;HHZ;1043016254.6536282;1043016256.1337684;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;6.066148043017119
event_003;STA12;HHZ;1043016253.7164578;1043016254.5105892;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;3.254636722443735
event_003;STA13;HHZ;1043016254.6843911;1043016256.1870496;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;6.15843664073128
event_003;STA14;HHZ;1043016256.5878028;1043016259.4837587;0.0;0.0;0.0;1043016252.6315789;2003-01-19 22:44:12.631579;11.86867167860914
event_004;STA00;HHZ;1043561937.4877367;1043561937.960339;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;1.9368944370606165
event_004;STA01;HHZ;1043561937.6886209;1043561938.3082703;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;2.5395468215813093
event_004;STA02;HHZ;1043561937.4713656;1043561937.9319842;0.0;0.0;4.759473930370737;1043561936.8421053;2003-01-26 06:18:56.842105;1.8877810115601978
event_004;STA03;HHZ;1043561940.1168637;1043561942.513987;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;9.824275346957421
event_004;STA04;HHZ;1043561937.5515071;1043561938.0707892;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;2.1282055380384888
event_004;STA05;HHZ;1043561939.8603468;1043561942.0696995;0.0;0.0;-6.666666666666667;1043561936.8421053;2003-01-26 06:18:56.842105;9.054724514797636
event_004;STA06;HHZ;1043561937.9655846;1043561938.7879715;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;3.370438110175982
event_004;STA07;HHZ;1043561937.7951578;1043561938.4927922;0.0;0.0;6.315789473684211;1043561936.8421053;2003-01-26 06:18:56.842105;2.8591576392387323
event_004;STA08;HHZ;1043561937.8639027;1043561938.6118584;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;3.0653922735646417
event_004;STA09;HHZ;1043561938.7340072;1043561940.1188796;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;5.675705939669863
event_004;STA10;HHZ;1043561937.269781;1043561937.5828395;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;1.2830270340851058
event_004;STA11;HHZ;1043561938.9679236;1043561940.5240226;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;6.37745498134631
event_004;STA12;HHZ;1043561937.9012938;1043561938.6766196;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;3.177565357310956
event_004;STA13;HHZ;1043561938.7113826;1043561940.0796937;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;5.607832101160483
event_004;STA14;HHZ;1043561940.8896291;1043561943.8524166;0.0;0.0;0.0;1043561936.8421053;2003-01-26 06:18:56.842105;12.142571592097116
event_005;STA00;HHZ;1044107621.9164916;1044107622.5488372;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;2.591580078556677
event_005;STA01;HHZ;1044107622.0536081;1044107622.7863227;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;3.002929234636893
event_005;STA02;HHZ;1044107621.7461337;1044107622.2537773;0.0;0.0;-1.6459459028073378;1044107621.0526316;2003-02-01 13:53:41.052632;2.0805062316730187
event_005;STA03;HHZ;1044107624.1450323;1044107626.4086696;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;9.277201974356782
event_005;STA04;HHZ;1044107621.852086;1044107622.4372865;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;2.3983629334228223
event_005;STA05;HHZ;1044107623.8892971;1044107625.9657364;0.0;0.0;-8.333333333333334;1044107621.0526316;2003-02-01 13:53:41.052632;8.509996670515449
event_005;STA06;HHZ;1044107622.3991534;1044107623.3848072;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;4.039565080724271
event_005;STA07;HHZ;1044107622.2227942;1044107623.0793532;0.0;0.0;7.894736842105264;1044107621.0526316;2003-02-01 13:53:41.052632;3.5104876819954947
event_005;STA08;HHZ;1044107622.2502475;1044107623.1269022;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;3.592847480326667
event_005;STA09;HHZ;1044107623.1385915;1044107624.6655141;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;6.257879596156883
event_005;STA10;HHZ;1044107621.603441;1044107622.0066334;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;1.6524280592000453
event_005;STA11;HHZ;1044107623.0185874;1044107624.457667;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;5.897867312427766
event_005;STA12;HHZ;1044107622.1214962;1044107622.903905;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;3.206593629373736
event_005;STA13;HHZ;1044107623.1207862;1044107624.6346754;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;6.204463875662367
event_005;STA14;HHZ;1044107624.9642678;1044107627.8275855;0.0;0.0;0.0;1044107621.0526316;2003-02-01 13:53:41.052632;11.734908534289778
event_006;STA00;HHZ;1044653306.2100841;1044653306.9032341;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;2.840778746838651
event_006;STA01;HHZ;1044653306.593123;1044653307.5666575;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;3.989895477552078
event_006;STA02;HHZ;1044653306.3410404;1044653307.1300504;0.0;0.0;-7.3572391067313125;1044653305.2631578;2003-02-07 21:28:25.263158;3.233647702395288
event_006;STA03;HHZ;1044653308.5757364;1044653311.000544;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;9.93773581344554
event_006;STA04;HHZ;1044653305.8738915;1044653306.3209486;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;1.832201018438065
event_006;STA05;HHZ;1044653308.3234253;1044653310.563541;0.0;0.0;-10.0;1044653305.2631578;2003-02-07 21:28:25.263158;9.180802400897742
event_006;STA06;HHZ;1044653306.6554146;1044653307.6745466;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;4.176770367055439
event_006;STA07;HHZ;1044653306.6314719;1044653307.6330777;0.0;0.0;9.473684210526315;1044653305.2631578;2003-02-07 21:28:25.263158;4.1049420290045795
event_006;STA08;HHZ;1044653306.3423276;1044653307.1322798;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;3.237509154058204
event_006;STA09;HHZ;1044653307.6005199;1044653309.311469;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;7.01208632764336
event_006;STA10;HHZ;1044653305.8006527;1044653306.1940991;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;1.6124847578470223
event_006;STA11;HHZ;1044653306.9902484;1044653308.2544787;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;5.181271695402036
event_006;STA12;HHZ;1044653306.7350575;1044653307.8124881;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;4.415699020454205
event_006;STA13;HHZ;1044653307.2273391;1044653308.6651198;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;5.892543766814865
event_006;STA14;HHZ;1044653308.8668748;1044653311.5047957;0.0;0.0;0.0;1044653305.2631578;2003-02-07 21:28:25.263158;10.811150924497332
event_007;STA00;HHZ;1045198990.635818;1045198991.4864999;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;3.4864013542606904
event_007;STA01;HHZ;1045198990.7293918;1045198991.6485698;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;3.767122882741441
event_007;STA02;HHZ;1045198990.38396;1045198991.0502819;0.0;0.0;-9.965844930066698;1045198989.4736842;2003-02-14 05:03:09.473684;2.7308274293163106
event_007;STA03;HHZ;1045198992.3957748;1045198994.5347451;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;8.766271796996735
event_007;STA04;HHZ;1045198990.4802868;1045198991.21712;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;3.0198080144966055
event_007;STA05;HHZ;1045198992.1437271;1045198994.0981983;0.0;0.0;-11.666666666666668;1045198989.4736842;2003-02-14 05:03:09.473684;8.010128456745562
event_007;STA06;HHZ;1045198991.1060667;1045198992.3009708;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;4.897147629757801
event_007;STA07;HHZ;1045198990.9339186;1045198992.0028101;0.0;0.0;11.052631578947368;1045198989.4736842;2003-02-14 05:03:09.473684;4.380703037061826
event_007;STA08;HHZ;1045198990.9204489;1045198991.9794807;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;4.340294217497634
event_007;STA09;HHZ;1045198991.8150783;1045198993.5289788;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;7.024182327042585
event_007;STA10;HHZ;1045198990.2912353;1045198990.8896828;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;2.452653481489177
event_007;STA11;HHZ;1045198991.2997473;1045198992.6364256;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;5.4781895106331895
event_007;STA12;HHZ;1045198990.6691285;1045198991.5441937;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;3.586332887885821
event_007;STA13;HHZ;1045198991.7912792;1045198993.4877588;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;6.9527850058922045
event_007;STA14;HHZ;1045198993.248013;1045198996.0108217;0.0;0.0;0.0;1045198989.4736842;2003-02-14 05:03:09.473684;11.32298640920178
event_008;STA00;HHZ;1045744674.2996645;1045744674.7501768;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;1.8463618657748406
event_008;STA01;HHZ;1045744674.71231;1045744675.4648787;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;3.084298187984306
event_008;STA02;HHZ;1045744674.5477191;1045744675.1798074;0.0;0.0;-8.371664782625288;1045744673.6842105;2003-02-20 12:37:53.684211;2.590525685475873
event_008;STA03;HHZ;1045744677.1309851;1045744679.6540241;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;10.34032374663973
event_008;STA04;HHZ;1045744674.2100977;1045744674.595047;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;1.57766121812349
event_008;STA05;HHZ;1045744676.8751725;1045744679.2109567;0.0;0.0;-13.333333333333334;1045744673.6842105;2003-02-20 12:37:53.684211;9.572886038440837
event_008;STA06;HHZ;1045744674.7531769;1045744675.5356603;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;3.2068990815024403
event_008;STA07;HHZ;1045744674.7038281;1045744675.4501882;0.0;0.0;12.631578947368421;1045744673.6842105;2003-02-20 12:37:53.684211;3.0588527894907527
event_008;STA08;HHZ;1045744674.5437765;1045744675.1729788;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;2.5786978300632493
event_008;STA09;HHZ;1045744675.6787025;1045744677.1386706;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;5.983475704206602
event_008;STA10;HHZ;1045744674.0157633;1045744674.2584599;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;0.9946583279494281
event_008;STA11;HHZ;1045744675.7249995;1045744677.218857;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;6.122366889084422
event_008;STA12;HHZ;1045744674.9858248;1045744675.9386064;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;3.904842693460985
event_008;STA13;HHZ;1045744675.4111494;1045744676.6752687;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;5.180816546402209
event_008;STA14;HHZ;1045744677.5967792;1045744680.4607795;0.0;0.0;0.0;1045744673.6842105;2003-02-20 12:37:53.684211;11.737706213446893
event_009;STA00;HHZ;1046290358.8844125;1046290359.6088551;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;2.9690269409626753
event_009;STA01;HHZ;1046290359.1645712;1046290360.09409;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;3.80950300630018
event_009;STA02;HHZ;1046290358.870478;1046290359.5847206;0.0;0.0;-3.2469946920468375;1046290357.8947369;2003-02-26 20:12:37.894737;2.9272235078598756
event_009;STA03;HHZ;1046290361.053666;1046290363.3660021;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;9.47678723763716
event_009;STA04;HHZ;1046290358.6182954;1046290359.1479403;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;2.1706755921608343
event_009;STA05;HHZ;1046290360.8007431;1046290362.9279397;0.0;0.0;-15.0;1046290357.8947369;2003-02-26 20:12:37.894737;8.718018727505628
event_009;STA06;HHZ;1046290359.3518708;1046290360.4184927;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;4.371401525977564
event_009;STA07;HHZ;1046290359.2673861;1046290360.2721653;0.0;0.0;14.210526315789474;1046290357.8947369;2003-02-26 20:12:37.894737;4.1179476139097115
event_009;STA08;HHZ;1046290359.087751;1046290359.9610374;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;3.579042502712034
event_009;STA09;HHZ;1046290360.2159102;1046290361.915009;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;6.963519935233793
event_009;STA10;HHZ;1046290358.4803293;1046290358.908983;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;1.7567773416713253
event_009;STA11;HHZ;1046290359.633099;1046290360.9055799;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;5.215086135193358
event_009;STA12;HHZ;1046290359.2389382;1046290360.2228936;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;4.032603960816518
event_009;STA13;HHZ;1046290359.9768704;1046290361.5009921;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;6.246400478094237
event_009;STA14;HHZ;1046290361.5496943;1046290364.2251232;0.0;0.0;0.0;1046290357.8947369;2003-02-26 20:12:37.894737;10.964872367967246
event_010;STA00;HHZ;1046836042.7923943;1046836043.2953744;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;2.0613936014860545
event_010;STA01;HHZ;1046836043.1305112;1046836043.8809928;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;3.0757441289670235
event_010;STA02;HHZ;1046836042.9263259;1046836043.5273439;0.0;0.0;3.246994692046833;1046836042.1052631;2003-03-05 03:47:22.105263;2.463188417009038
event_010;STA03;HHZ;1046836045.4566587;1046836047.9098804;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;10.05418694605439
event_010;STA04;HHZ;1046836042.6977404;1046836043.1314338;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;1.777431960462805
event_010;STA05;HHZ;1046836045.2010317;1046836047.4671342;0.0;0.0;20.0;1046836042.1052631;2003-03-05 03:47:22.105263;9.287305592175569
event_010;STA06;HHZ;1046836043.2562011;1046836044.0986878;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;3.4528141461057906
event_010;STA07;HHZ;1046836043.1713594;1046836043.9517419;0.0;0.0;15.789473684210527;1046836042.1052631;2003-03-05 03:47:22.105263;3.1982888766593445
event_010;STA08;HHZ;1046836043.0600839;1046836043.7590126;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;2.8644621514406547
event_010;STA09;HHZ;1046836044.1333995;1046836045.6179953;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;6.08440895862374
event_010;STA10;HHZ;1046836042.4859105;1046836042.7645445;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;1.1419424108847214
event_010;STA11;HHZ;1046836044.1096247;1046836045.5768175;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;6.013084929155952
event_010;STA12;HHZ;1046836043.3511059;1046836044.2630628;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;3.737528368576205
event_010;STA13;HHZ;1046836043.9290781;1046836045.2641108;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;5.471445099731447
event_010;STA14;HHZ;1046836046.0023707;1046836048.8550535;0.0;0.0;0.0;1046836042.1052631;2003-03-05 03:47:22.105263;11.69132291519595
event_011;STA00;HHZ;1047381727.0197273;1047381727.53501;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;2.111813753692899
event_011;STA01;HHZ;1047381727.1349157;1047381727.7345161;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;2.4573788749007806
event_011;STA02;HHZ;1047381726.940378;1047381727.3975767;0.0;0.0;8.371664782625285;1047381726.3157895;2003-03-11 11:22:06.315789;1.873765390266881
event_011;STA03;HHZ;1047381729.5869905;1047381731.9815097;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;9.813603214248626
event_011;STA04;HHZ;1047381727.1465646;1047381727.7546921;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;2.492325595668369
event_011;STA05;HHZ;1047381729.3315898;1047381731.5391557;0.0;0.0;17.77777777777778;1047381726.3157895;2003-03-11 11:22:06.315789;9.047401104493424
event_011;STA06;HHZ;1047381727.46562;1047381728.307296;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;3.4494917596985615
event_011;STA07;HHZ;1047381727.2638793;1047381727.9578811;0.0;0.0;17.36842105263158;1047381726.3157895;2003-03-11 11:22:06.315789;2.8442695803563756
event_011;STA08;HHZ;1047381727.4131184;1047381728.2163631;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;3.2919866764934254
event_011;STA09;HHZ;1047381728.1620153;1047381729.5134528;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;5.5386776820492445
event_011;STA10;HHZ;1047381726.8804277;1047381727.2937429;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;1.693914730784132
event_011;STA11;HHZ;1047381728.5340832;1047381730.1578742;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;6.654881223344696
event_011;STA12;HHZ;1047381727.3410486;1047381728.0915383;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;3.0757774412954486
event_011;STA13;HHZ;1047381728.224434;1047381729.6215618;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;5.725933529108338
event_011;STA14;HHZ;1047381730.4546864;1047381733.484359;0.0;0.0;0.0;1047381726.3157895;2003-03-11 11:22:06.315789;12.416690845339135
event_012;STA00;HHZ;1047927411.1219295;1047927411.5579188;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;1.7868412177868427
